song,artist
I'm So Glad I'm Standing Here Today,The Crusaders With Joe Cocker
At This Moment,Billy & The Beaters
I'm Gonna Love Her For Both Of Us,Meat Loaf
Let's Dance (Make Your Body Move),West Street Mob
I Love My Truck,Glen Campbell
Summer '81 medley,The Cantina Band (featuring Lou Christie)
Love Light,Yutaka
American Memories,Shamus M'Cool
Ready For Love,Silverado
Come To Me,Aretha Franklin
I Can't Say Goodbye To You,Helen Reddy
Unchained Melody,Heart
Where's Your Angel?,Lani Hall
The Rambler,Molly Hatchet
Theme From Raging Bull (Cavalleria Rusticana),Joel Diamond
Love On The Airwaves,Night
Merry Christmas In The NFL,"Willis ""The Guard"" & Vigorish"
Real People/Chip Off The Old Block,Chic
You Can Call Me Blue,Michael Johnson
Whatever You Decide,Randy VanWarmer
Everything Is Alright,Spider
Stranger In My Home Town,Foghat
Save Me,Dave Mason
When Things Go Wrong,Robin Lane & The Chartbusters
Dancing With The Mountains,John Denver
The Very Last Time,Utopia
Sisters Of The Moon,Fleetwood Mac
Just For The Moment,Ray Kennedy
You're My Blessing,Lou Rawls
It Takes Time,The Marshall Tucker Band
Goin' On,The Beach Boys
Say Goodbye To Little Jo,Steve Forbert
Holiday,Nazareth
"Bounce, Rock, Skate, Roll Pt. 1",Vaughan Mason And Crew
Voice Of Freedom,Jim Kirk And The Tm Singers
Small Paradise,John Cougar
I Like To Rock,April Wine
The Hardest Part,Blondie
Trust Me,Cindy Bullens
I Do Believe In You,Pages
I Do The Rock,Tim Curry
Pow Wow,Cory Daye
Since You've Been Gone,Cherie & Marie Currie
Sweet Summer Lovin',Dolly Parton
Voulez-Vous,ABBA
The Topical Song,The Barron Knights
Frederick,Patti Smith Group
You've Lost That Lovin' Feelin',Long John Baldry & Kathi MacDonald
Here I Go (Fallin' In Love Again),Frannie Golde
When I Dream,Crystal Gayle
Church,Bob Welch
Head First,The Babys
Touch Me Baby,Ultimate
Gone Long Gone,Chicago
Walk On By,AWB
Call Out My Name,Zwol
You Can't Win (Part 1),Michael Jackson
This Is It,Dan Hartman
For You And I,10cc
Chip Away The Stone,Aerosmith
Let The Song Last Forever,Dan Hill
"So Young, So Bad",Starz
Take Me I'm Yours,Michael Henderson
Brandy,The O'Jays
What Goes Up,The Alan Parsons Project
Our Night,Shaun Cassidy
In For The Night,The Dirt Band
Takin' It Easy,Seals & Crofts
Back In My Arms Again,Genya Ravan
Rumor At The Honky Tonk,Spellbound
Hold On To The Night,Starz
Stay Awhile,Continental Miniatures
It's A Heartache,Juice Newton
House Of The Rising Sun,Santa Esmeralda
Touch And Gone,Gary Wright
Boats Against The Current,Eric Carmen
Grandmother's Song,Steve Martin
Kick It Out,Heart
Time Bomb,Lake
My Eyes Get Blurry,Kenny Nolan
Avenging Annie,Roger Daltrey
Red Hot,Robert Gordon With Link Wray
Some Enchanted Evening,Jane Olivor
Ma Baker,Boney M.
You're The Only One,Geils
Nothing But A Breeze,Jesse Winchester
My Cherie Amour,Soul Train Gang
It's Uncanny,Daryl Hall John Oates
In The Middle,Tim Moore
Flame,Steve Sperry
Goodbye My Friend,Engelbert Humperdinck
Good Thing Man,Frank Lucas
Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra
So High (rock Me Baby And Roll Me Away),Dave Mason
Ridin' The Storm Out,REO Speedwagon
Freddie,Charlene
"Theme From ""Rocky"" (Gonna Fly Now)",Current
I'll Be Standing By,Foghat
Wake Up And Be Somebody,Brainstorm
Time Is Movin',The Blackbyrds
Fire Sign,Cory
Try It On,Exile
Bodyheat (Part 1),James Brown
Theme From Rocky (gonna Fly Now),Rhythm Heritage
Hey Baby,Ringo Starr
Love To The World,L.T.D.
Up Your Nose,Gabriel Kaplan
(She's Just A) Fallen Angel,Starz
Hey Baby,J.J. Cale
All Roads (Lead Back To You),Donny Most
(one More Year Of) Daddy's Little Girl,Ray Sawyer
Someday (I Didn't Want To Have to be the One),Henry Gross
Things,Anne Murray
California Day,Starland Vocal Band
I'll Play The Fool,Dr. Buzzard's Original Savannah Band
Satin Sheets,Bellamy Brothers
Sun...Sun...Sun...Pt. I,Ja-Kki
Let's Rock,Ellison Chase
Free Spirit,Atlanta Rhythm Section
We're All Alone,Frankie Valli
Listen To The Buddha,Ozo
Rescue Me,Melissa Manchester
Out Of The Darkness,David Crosby/Graham Nash
Can't Change My Heart,Cate Bros.
Rock Creek Park,The Blackbyrds
Up The Creek (without A Paddle),The Temptations
Hell Cat,Bellamy Brothers
Kid Charlemagne,Steely Dan
Better Place To Be (Parts 1 & 2),Harry Chapin
Flaming Youth,KISS
Save Your Kisses For Me,Bobby Vinton
Everything That 'Cha Do (Will Come Back To You),Wet Willie
High Out Of Time,Carole King
Let It Shine,Santana
Music,John Miles
Double Trouble,Lynyrd Skynyrd
Do It With Feeling,Michael Zager's Moon Band/Peabo Bryson
Love Lifted Me,Kenny Rogers
Uptown & Country,Tom Scott
Wow,The Disco Sound Of Andre Gagnon
Make Me Smile (Come Up And See Me),Steve Harley And Cockney Rebel
I Am Somebody,Jimmy James & The Vagabonds
Nursery Rhymes (Part I),People's Choice
Tenth Avenue Freeze-out,Bruce Springsteen
You're Fooling You,The Dramatics
Valentine Love,Norman Connors
I Believe In Father Christmas,Greg Lake
Somewhere In The Night,Batdorf & Rodney
Almost Saturday Night,John Fogerty
(I'm Going By) The Stars In Your Eyes,Ron Banks And The Dramatics
Nevertheless/Louisiana Lou And Three Card Monty John,The Allman Brothers Band
It's Time For Love,The Chi-lites
Better By The Pound,Funkadelic
The Other Woman,Vicki Lawrence
Rockin' And Rollin' On The Streets Of Hollywood,Buddy Miles
Living For The City,Ray Charles
When You're Young And In Love,Ralph Carter
Jam Band,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III
If You Think You Know How To Love Me,Smokey
Out Of Time,The Rolling Stones
House Of Strangers,Jim Gilstrap
Turn Back The Pages,Stephen Stills
Let Me Make Love To You,The O'Jays
Waterfall,Carly Simon
Life And Death In G&A,Love Childs Afro Cuban Blues Band
Shoes,Reparata
Come An' Get Yourself Some,Leon Haywood
Another Night,The Hollies
What Time Of Day,Billy Thunderkloud & The Chieftones
Feelin' That Glow,Roberta Flack
Wonderful Baby,Don McLean
Chocolate City,Parliament
Check It Out,Bobby Womack
Damn It All,Gene Cotton
How Glad I Am,Kiki Dee
Rolling Down A Mountainside,The Main Ingredient
Run Tell The People,Daniel Boone
Granddaddy (Part 1),New Birth
Tryin' To Beat The Morning Home,T.G. Sheppard
Real Man,Todd Rundgren
One More Tomorrow,Henry Gross
Don't Leave Me In The Morning,Odia Coates
Spider Jiving,Andy Fairweather Low
All Right Now,Lea Roberts
Turn To Stone,Joe Walsh
Charmer,Tim Moore
"What A Man, My Man Is",Lynn Anderson
My Main Man,The Staple Singers
California My Way,The Main Ingredient
Bring Back The Love Of Yesterday,The Dells
"I Wash My Hands Of The Whole Damn Deal, Part I",The New Birth
All Shook Up,Suzi Quatro
You Got To Be The One,The Chi-lites
Rings,Reuben Howell
Who Are You,B.B. King
Dancin' (On A Saturday Night),Flash Cadillac And The Continental Kids
After Midnight,Maggie Bell
Billy - Don't Be A Hero,Paper Lace
Loving You,Johnny Nash
Mr. Natural,Bee Gees
The Americans (A Canadian's Opinion),Tex Ritter
The Real Me,The Who
(I'd Know You) Anywhere,Ashford & Simpson
I'm A Rocker,Raspberries
Love Is All,Engelbert Humperdinck
Until It's Time For You To Go,The New Birth
Stay Away From Me,The Sylvers
The Long Way Home,Neil Diamond
L.a. Freeway,Jerry Jeff Walker
Sunshine,Mickey Newbury
Hello Stranger,Fire And Rain
Come Live With Me,Roy Clark
Dueling Tubas,Martin Mull and Orchestra
Fool Like You,Tim Moore
Saw A New Morning,Bee Gees
Kufanya Mapenzi (Making Love),Ramsey Lewis
Rosanna,Dennis Yost And The Classics IV
Girl You Need A Change Of Mind (Part 1),Eddie Kendricks
We Did It,Syl Johnson
We're Gonna Have A Good Time,Rare Earth
Come Softly To Me,The New Seekers
Blind Eye/Sweet Lorraine,Uriah Heep
If It's All Right With You,Dottie West
We,Shawn Phillips
Jesus Was A Capricorn,Kris Kristofferson
The Red Back Spider,Brownsville Station
I Received A Letter,Delbert & Glen
Celebration,Tommy James
"Hey, You Love",Mouth & MacNeal
Song Seller,The Raiders
Runnin' Back To Saskatoon,The Guess Who
Sing A Song/Make Your Own Kind Of Music,Barbra Streisand
"Mean Little Woman, Rosalie",Tommy Roe
Keep On Running,Stevie Wonder
Buzzy Brown,Tim Davis
(They Long To Be) Close To You,Jerry Butler & Brenda Lee Eager
Fool's Paradise,The Sylvers
Turn On Your Love Light,Jerry Lee Lewis
Rock And Roll Crazies,Stephen Stills-Manassas
Tell Me This Is A Dream,The Delfonics
Vaya Con Dios,Dawn Featuring Tony Orlando
Bring It Home (And Give It To Me),Hot Sauce
Amerikan Music,Steve Alaimo
Ain't That Peculiar,Fanny
Too Beautiful To Last,Engelbert Humperdinck
Taos New Mexico,R. Dean Taylor
Mendelssohn's 4th (Second Movement),Apollo 100
You Were Made For Me,Luther Ingram
Jambalaya (On The Bayou),Nitty Gritty Dirt Band
All His Children,Charley Pride with Henry Mancini
Everyday,John Denver
If We Only Have Love,Dionne Warwicke
Son Of My Father,Chicory
Rock Me On The Water,Linda Ronstadt
Sweet Sixteen,B.B. King
Keep On Doin' What You're Doin',Bobby Byrd
You Got Me Walking,Jackie Wilson
It's All Up To You,The Dells
Da Doo Ron Ron (When He Walked Me Home),Ian Matthews
Step Out,The Mamas & The Papas
Lonesome Mary,Chilliwack
A Simple Game,Four Tops
Shake Off The Demon,Brewer And Shipley
Love Is Funny That Way,Jackie Wilson
I'm Gonna Be A Country Girl Again,Buffy Sainte-Marie
You Keep Me Holding On,Tyrone Davis
I Want To Pay You Back (For Loving Me),The Chi-lites
Are You Old Enough,Mark Lindsay
Olena,Don Nix
I'm So Glad,The Fuzz
Can You Get To That,Funkadelic
Black Seeds Keep On Growing,The Main Ingredient
California Kid And Reemo,Lobo
Top Forty,Sha Na Na
California On My Mind,Morning Mist
Like An Open Door,The Fuzz
Love Me,The Impressions
"Bright Lights, Big City",Sonny James
How Did We Lose It Baby,Jerry Butler
I Been Moved,Andy Kim
Mother Nature's Wine,Sugarloaf
Give Up Your Guns,The Buoys
I Need Someone (To Love Me),Z.Z. Hill
Caught In A Dream,Alice Cooper
Mandrill,Mandrill
It's So Hard For Me To Say Good-Bye,Eddie Kendricks
I Don't Wanna Lose You,Johnnie Taylor
Reach Out Your Hand,The Brotherhood Of Man
A Mama And A Papa,Ray Stevens
Empty Arms,Sonny James
Stop! In The Name Of Love,Margie Joseph
Love Makes The World Go Round,Kiki Dee
Soldier's Last Letter,Merle Haggard And The Strangers
Adrienne,Tommy James
I'd Rather Love You,Charley Pride
Celia Of The Seals,Donovan
Tulsa,Billy Joe Royal
My Sweet Lord,Billy Preston
I Dig Everything About You,The Mob
We'll Have It Made,The Spinners
Way Back Home,The Jazz Crusaders
Revival (Love Is Everywhere),The Allman Brothers Band
There It Goes Again,Barbara And The Uniques
You Just Can't Win (By Making The Same Mistake),Gene & Jerry
Now I'm A Woman,Nancy Wilson
Everything Is Going To Be Alright,Teegarden & Van Winkle
After The Feeling Is Gone,Five Flights Up
Keep On Loving Me (You'll See The Change),Bobby Bland
Sweet Sweetheart,Bobby Vee
Where Have All Our Heroes Gone,Bill Anderson
I Gotta Let You Go,Martha Reeves & The Vandellas
Thank God And Greyhound,Roy Clark
That's The Way I Want Our Love,Joe Simon
Get Into Something,The Isley Brothers
Losers Weepers - Part I,Etta James
Dreams,Buddy Miles
Father Come On Home,Pacific Gas And Electric
Loving You Is A Natural Thing,Ronnie Milsap
Alone Again Or,Love
Don't Make Me Over,Brenda & The Tabulations
Groovin' With Mr. Bloe,Cool Heat
Black Hands White Cotton,The Caboose
Mill Valley,Miss Abrams And The Strawberry Point School Third Grade Class
Wonder Could I Live There Anymore,Charley Pride
Your Own Back Yard,Dion
I Heard The Voice Of Jesus,Turley Richards
Good Morning Freedom,Daybreak
This Bitter Earth,The Satisfactions
Primrose Lane,O.C. Smith
Feelings,Barry Mann
Killer Joe,Quincy Jones
I Call My Baby Candy,The Jaggerz
Baby I Love You,Little Milton
Grover Henson Feels Forgotten,Bill Cosby
Fire & Rain,R.B. Greaves
I Who Have Nothing,Liquid Smoke
Angelica,Oliver
Love Minus Zero-No Limit,Turley Richards
If Only I Had My Mind On Something Else,Bee Gees
Time To Get It Together,Country Coalition
I Would Be In Love (Anyway),Frank Sinatra
Come Into My Life,Jimmy Cliff
You've Made Me So Very Happy,Lou Rawls
Can't Help Falling In Love,Andy Williams
Comin' Home,Delaney & Bonnie & Friends/Eric Clapton
Just Seventeen,The Raiders
The Fightin' Side Of Me,Merle Haggard And The Strangers
Save The Country,Thelma Houston
The Court Of The Crimson King - Part 1,King Crimson
Then She's A Lover,Roy Clark
Country Preacher,Cannonball Adderley
Johnny B. Goode,Johnny Winter
I'm Gonna Love You,The Intrigues
You Keep Me Hanging On,Wilson Pickett
Happy,Paul Anka
Curly,Jimmy Clanton
See Ruby Fall,Johnny Cash
Sunday Mornin' Comin' Down,Ray Stevens
We Must Be In Love,Five Stairsteps & Cubie
It's Hard To Get Along,Joe Simon
Don't Waste My Time,John Mayall
San Francisco Is A Lonely Town,Joe Simon
Don't Forget To Remember,Bee Gees
Armstrong,John Stewart
"Love Theme From ""Romeo And Juliet"" (A Time For Us)",Johnny Mathis
Green Fields,The Vogues
Questions 67 And 68,Chicago
Look At Mine,Petula Clark
Who Do You Love,Quicksilver Messenger Service
Let Me Be The Man My Daddy Was,The Chi-lites
Big Bruce,Steve Greenberg
That's The Way,Joe Tex
Willie & Laura Mae Jones,Dusty Springfield
Stay And Love Me All Summer,Brian Hyland
Pass The Apple Eve,B.J. Thomas
Everything I Do Gonh Be Funky (From Now On),Lee Dorsey
Dammit Isn't God's Last Name,Frankie Laine
Gotta Get To Know You,Bobby Bland
Brown Arms In Houston,Orpheus
Let's Dance,Ola & The Janglers
Too Experienced,Eddie Lovette
You Don't Need Me For Anything Anymore,Brenda Lee
Sausalito,Al Martino
Gentle On My Mind,Aretha Franklin
Sunday,The Moments
I Love My Baby,Archie Bell & The Drells
Born Again,Sam & Dave
God Knows I Love You,Nancy Sinatra
Somebody Loves You,The Delfonics
Am I The Same Girl,Barbara Acklin
Anything You Choose,Spanky And Our Gang
Switch It On,Cliff Nobles & Co.
Long Line Rider,Bobby Darin
Great Balls Of Fire,Tiny Tim
I'm Gonna Hold On Long As I Can,The Marvelettes
He Called Me Baby,Ella Washington
That's Your Baby,Joe Tex
I'm Into Lookin' For Someone To Love Me,Bobby Vee
I Can't Help It (If I'm Still In Love With You),Al Martino
"Season Of The Witch, Pt. 1",Vanilla Fudge
Release Me,Johnny Adams
Yesterday's Rain,Spanky And Our Gang
Right Relations,Johnny Rivers
Coo Coo,Big Brother And The Holding Company
I've Got Love For My Baby,Young Hearts
For Once In My Life,Jackie Wilson
Everybody Got To Believe In Somebody,Sam & Dave
Billy You're My Friend,Gene Pitney
Hitchcock Railway,Jose Feliciano
"You Need Me, Baby",Joe Tex
On The Way Home,Buffalo Springfield
You Got The Love,Professor Morrison's Lollipop
Nitty Gritty,Ricardo Ray
Ice In The Sun,The Status Quo
There Was A Time,Gene Chandler
The Choice,The O'Jays
Tomboy,Ronnie Dove
Help Yourself (To All Of My Lovin'),James & Bobby Purify
The Woman I Love,B.B. King
She's About A Mover,Otis Clay
I Heard It Thru The Grapevine,King Curtis & The Kingpins
I Am Your Man,Bobby Taylor & The Vancouvers
M'Lady,Sly & The Family Stone
Mister Bo Jangles,Bobby Cole
Montage From How Sweet It Is (I Know That You Know),The Love Generation
Life,Sly & The Family Stone
Georgia On My Mind,Wes Montgomery
What's Made Milwaukee Famous (Has Made A Loser Out Of Me),Jerry Lee Lewis
Forget Me Not,Martha Reeves & The Vandellas
Congratulations,Cliff Richard
Funky Fever,Clarence Carter
"Ready, Willing and Able",The American Breed
Climb Every Mountain,The Hesitations
Lonely Is The Name,Sammy Davis Jr.
Soul Train,Classics IV
Greasy Heart,Jefferson Airplane
Red Red Wine,Neil Diamond
Up On The Roof,The Cryan' Shames
Come To Me Softly,Jimmy James & The Vagabonds
She'll Be There,Vikki Carr
In Some Time,Ronnie Dove
Driftin' Blues,Bobby Bland
Funky North Philly,Bill Cosby
Soulville,Aretha Franklin
Love Explosion,Troy Keyes
People World,Jim & Jean
It's Not Easy,The Will-O-Bees
Malayisha,Miriam Makeba
No One Knows,Every Mothers' Son
Give My Love A Try,Linda Jones
Without Love (There Is Nothing),"Oscar Toney, Jr."
Mellow Moonlight,Leon Haywood
I Call It Love,The Manhattans
Dancin' Out Of My Heart,Ronnie Dove
A Love That's Real,The Intruders
Tony Rome,Nancy Sinatra
Can't Help But Love You,The Standells
Goin' Back,The Byrds
Whole Lotta Woman,Arthur Conley
You Are My Sunshine,Mitch Ryder
Lapland,The Baltimore And Ohio Marching Band
"You, No One But You",Frankie Laine
Walkin' Proud,The Pete Klint Quintet
Funky Donkey,Pretty Purdie
I'm A Fool For You,James Carr
Louisiana Man,Pozo Seco Singers
Forget It,The Sandpebbles
You're A Very Lovely Woman,The Merry-Go-Round
Come On Sock It To Me,Syl Johnson
I'll Never Find Another You,Sonny James
Omaha,Moby Grape
Up-Up And Away,The Johnny Mann Singers
Why (Am I Treated So Bad),Bobby Powell
Plastic Man,Sonny & Cher
Me About You,The Mojo Men
Holiday For Clowns,Brian Hyland
"Eight Men, Four Women",O.V. Wright
I Want You To Be My Baby,Ellie Greenwich
She Shot A Hole In My Soul,Clifford Curry
It's So Hard Being A Loser,The Contours
I Love You More Than Words Can Say,Otis Redding
Do The Thing,Lou Courtney
The Beginning Of Loneliness,Dionne Warwick
Walk Tall,2 Of Clubs
It's A Happening Thing,The Peanut Butter Conspiracy
Who Do You Love,The Woolies
Mairzy Doats,The Innocence
I Don't Want To Lose You,Jackie Wilson
Gonna Get Along Without Ya' Now,Trini Lopez
Just Be Sincere,Jackie Wilson
Girls Are Out To Get You,The Fascinations
People Like You,Eddie Fisher
Feel So Bad,Little Milton
Trouble Down Here Below,Lou Rawls
Tip Toe,Robert Parker
96 Tears,Big Maybelle
Walk With Faith In Your Heart,The Bachelors
Full Measure,The Lovin' Spoonful
I Dig Girls,J.J. Jackson
Love Me,Bobby Hebb
The Shadow Of Your Smile,Boots Randolph
I'm Gonna Make You Love Me,Dee Dee Warwick
Have You Ever Loved Somebody,The Searchers
Respect,The Rationals
Stand In For Love,The O'Jays
What Now My Love,"""Groove"" Holmes"
Alfie,Cilla Black
A Million And One,Vic Dana
Petticoat White (Summer Sky Blue),Bobby Vinton
I Put A Spell On You,Alan Price Set
Drive My Car,Bob Kuban And The In-Men
On The Good Ship Lollipop,The Wonder Who?
High On Love,The Knickerbockers
It's That Time Of The Year,Len Barry
Count Down,"Dave ""Baby"" Cortez"
One Too Many Mornings,Beau Brummels
Batman & His Grandmother,Dickie Goodman
Come And Get Me,Jackie DeShannon
Heart's Desire,Billy Joe Royal
Marble Breaks And Iron Bends,Drafi
The Teaser,Bob Kuban And The In-Men
History Repeats Itself,Cab Calloway
May My Heart Be Cast Into Stone,The Toys
La La La,Gerry And The Pacemakers
Too Slow,The Impressions
He Wore The Green Beret,Nancy Ames
Smokey Joe's La La,Googie Rene Combo
Shake Hands (And Come Out Crying),The Newbeats
We Know We're In Love,Lesley Gore
Don't Forget About Me,Barbara Lewis
Can't You See (You're Losing Me),Mary Wells
Tired Of Being Lonely,Sharpees
The Pain Gets A Little Deeper,Darrow Fletcher
Giddyup Go,Red Sovine
Goodnight My Love,Ben E. King
Black Nights,Lowell Fulsom
Go Away From My World,Marianne Faithfull
I Won't Love You Anymore (Sorry),Lesley Gore
Quiet Nights Of Quiet Stars,Andy Williams
She's With Her Other Love,Leon Hayward
Pied Piper,The Changin' Times
Let The Good Times Roll,Roy Orbison
"If You Don't (Love Me, Tell Me So)",Barbara Mason
Try To Remember,The Brothers Four
Inky Dinky Spider (The Spider Song),The Kids Next Door
Autumn Leaves - 1965,Roger Williams
The Organ Grinder's Swing,Jimmy Smith With Kenny Burrell And Grady Tate
Early Morning Rain,"Peter, Paul & Mary"
You Can't Take It Away,Fred Hughes
The Way Of Love,Kathy Kirby
For Your Love,Sam & Bill
Too Hot To Hold,Major Lance
Good Times,Gene Chandler
What Are We Going To Do?,David Jones
He's Got No Love,The Searchers
Justine,The Righteous Brothers
Follow Me,The Drifters
Stop! Look What You're Doing,Carla Thomas
The First Thing Ev'ry Morning (And The Last Thing Ev'ry Night),Jimmy Dean
I Want You Back Again,The Zombies
Are You Sincere,Trini Lopez
My Cherie,Al Martino
Long Live Love,Sandie Shaw
Ain't It A Shame,Major Lance
From The Bottom Of My Heart (I Love You),The Moody Blues
It's Almost Tomorrow,Jimmy Velvet
Tears Keep On Falling,Jerry Vale
Break Up,Del Shannon
When The Ship Comes In,"Peter, Paul & Mary"
It Ain't No Big Thing,Radiants
Tommy,Reparata And The Delrons
I Gotta Woman (Part One),Ray Charles and his Orchestra
The Record (Baby I Love You),Ben E. King
Double-O-Seven,The Detergents
El Pussy Cat,Mongo Santamaria
Goldfinger,John Barry and His Orchestra
Be My Baby,Dick and DeeDee
Pass Me By,Peggy Lee
Danny Boy,Jackie Wilson
Does He Really Care For Me,Ruby And The Romantics
"Hello, Dolly!",Bobby Darin
I'm Over You,Jan Bradley
